vibration_hz,acceleration_m2s,fire_sensor,structural_damage,risk_label
8.532590712881246,4.2836155627453625,41.04039756378155,0,2
14.54033819840228,8.78120592821241,608.1074276350183,1,3
14.214460747364027,13.347891891859836,729.8735504590645,0,3
7.339894529511998,6.865955273270918,67.76009852345882,1,2
3.566668967972981,4.8437777738213965,54.64526270374653,0,2
13.998673686710056,8.138607161676418,518.5648221633305,1,3
6.413730672772126,3.571105039115994,21.87394099921895,1,2
3.833369851260878,0.25359475030232326,59.167503857173394,0,1
0.17619662847912904,0.16890825180237096,28.175093382398437,0,0
12.465605231153862,14.190609126943656,861.4156667708951,1,3
14.00677937468262,12.71587186719405,589.0977777455673,1,3
0.19430924131902327,0.23410371170287295,19.477332996265947,0,0
0.5984351224381654,0.21831604085788114,19.893612632763332,0,0
2.127590262438693,1.3471837787966021,26.766358054057598,0,1
0.33058808988594607,0.2921730608782092,25.723908986670416,0,0
0.07114927802958675,0.2751466539025447,14.710043315605645,0,0
9.669834694853508,3.3818627011626705,80.06095602978289,0,2
11.525354477088396,11.84785649470962,844.9796652140866,1,3
2.7282591854032177,1.251019076591079,24.023497354593434,0,1
13.930649760684563,11.217102940206757,842.9195785482447,1,3
0.7742937525999138,0.1269310836233086,40.09591529215152,0,0
13.763213371120568,8.62826842797192,918.0278013870886,1,3
11.119686172437632,8.970807268565649,893.1857442838296,1,3
13.329824078263163,9.999350055975569,794.7857661315104,1,3
3.325859282869756,2.357091733312169,21.742073607895065,0,1
4.215236583891233,1.3033244375885635,15.226993507103215,0,1
13.307572351744568,9.524510861263083,888.0018892685143,1,3
12.082127358341664,5.702757308624361,911.138039055525,1,3
11.476293516652278,4.877717153869487,74.92731865102144,0,2
12.509997908384287,9.757380804632323,666.7706314314422,1,3
6.572094175680894,5.654169055412649,28.03992485346236,1,2
5.648378039321605,4.819299741950086,41.956263642296804,0,2
12.747327995899434,7.948933111449199,769.0593538979433,1,3
7.663720707901666,5.179994107889287,51.5481802023632,0,2
9.321447648917975,5.280873573073176,22.32375402738289,0,2
0.13364518994546865,0.09137423583899562,23.997514142828564,0,0
15.0,9.48954680507436,942.494718936756,1,3
11.959896736581197,5.223394346698081,57.882168109667376,0,2
14.182329143793375,12.486529643775034,594.76275233719,1,3
0.4790910111857411,0.28309067613082883,16.694281289471242,0,0
3.099875415281257,1.7520761806882406,18.562470973886096,0,1
0.08865564021077503,0.028169429002052812,46.25749813377644,0,0
3.9223247974498747,0.9356827428103964,16.373399523877215,0,1
6.271016776486725,5.328089347700472,49.243247013717955,0,2
0.8561145011779879,0.03110127184561612,42.87440237161425,0,0
0.7344014261415337,0.012877908127072332,28.563806378140157,0,0
15.0,10.571910684886952,643.3641589808553,1,3
11.56821414928186,9.7832762562713,711.3987544274111,1,3
10.115215112769224,10.823779207034082,755.4136166796545,1,3
2.124365911213638,1.2631772711744045,43.161286400981766,0,1
1.1088505978940306,0.021617144524701398,21.658436539751754,0,0
13.651845002588425,9.860457648329293,760.3012593512489,1,3
10.764866681810865,3.3867847942033382,517.9321046417307,0,2
3.94398582156053,1.3597457076877653,54.330808748994905,0,1
1.0974502043892624,0.01175364252335374,29.354408754572457,0,0
6.595418189924467,9.267749689252177,83.32714062722157,1,2
0.7907716046973032,0.023973943594055906,24.402018636039134,0,0
0.9241850692586828,0.054630972361194366,15.969978789658956,0,0
2.690275164232716,1.593900169021261,48.33082513636938,0,1
9.567553811310024,5.93428747673342,85.10187865217137,1,2
13.36209805896073,14.571347282556939,527.8460950607896,1,3
8.88456327666062,3.9616408698381784,548.8441635172109,0,2
11.540190568965002,10.988629284725379,915.0793242315807,1,3
4.686461037330324,0.5542880540750467,58.56017193716078,0,1
8.022664756735468,5.811321936379896,43.57549521080692,0,2
11.119483894567928,3.6235212803371075,494.2496600870036,1,2
5.806724982722361,3.5328831824136904,522.7402404555062,0,2
0.5889971337642158,0.1302976556779229,20.93628287722825,0,0
15.0,7.271392830736935,83.25822904933614,1,3
1.164468024661933,0.26629790663939346,47.11009132780852,0,0
0.13522123596109714,0.1188859892552851,42.15258180773787,0,0
14.161845144908208,8.504546481930744,645.321092559975,1,3
12.828637992026087,6.904571950769923,721.6302462501352,1,3
0.1024960573277413,0.050606988290462125,21.07257231165223,0,0
2.9133054112381274,1.1244163901880606,31.771405073371344,0,1
4.842180131244854,0.5329561272702115,67.42185368793808,0,1
11.03379466368818,9.763635465193438,626.2631076620709,1,3
7.959945606312952,3.2364487386241843,47.990108659605085,0,2
5.0749486993076385,1.8794004669878845,67.28256071917662,0,1
2.2105194127903127,1.529224740352825,51.45984387895112,0,1
2.073886282856895,1.2635736035109768,37.3345172907874,0,1
3.2316287060410316,1.6783148080508012,68.4623151797143,0,1
13.075766921424608,12.307540520631857,928.7418636597444,1,3
13.77287333573126,10.348989021093974,501.9558367134256,0,3
0.8520921809196762,0.2072408238104871,34.74445512860737,0,0
8.686023920426921,5.106029589387287,580.4362718268305,0,2
3.6355634164147093,1.864259321757268,51.68702714189446,0,1
14.431057228813062,11.736338829790414,78.4394331912838,1,3
0.8734574692284661,0.21481138714102602,34.907581637991896,0,0
0.457815481286893,0.09329930757968369,21.8523248182396,0,0
0.16197192785990427,0.21484787907489886,23.823183434832522,0,0
4.057097958570996,0.9542354454819203,62.02091110810892,0,1
8.928527486471586,5.681593447429091,66.07381857493567,1,2
0.11507350456872296,0.11843710363371593,47.777943307772134,0,0
7.165469269355213,4.899907118304126,32.084844854620385,0,2
4.655680972711009,4.223748917515682,53.70240423461694,0,2
0.12515979191878374,0.10143419797087698,31.57965169501349,0,0
0.15006980104820705,0.1714676241691745,43.80483405984139,0,0
6.331323626834674,4.170734747127325,424.7191410648552,1,2
3.4110874090965377,1.1556379217378634,25.24347160648761,0,1
5.308589967121408,1.9481996702521913,54.662471947947395,0,1
0.9948824323670423,0.14318690718023203,24.311930613017672,0,0
6.467839087706141,4.269036693370924,47.47514085891525,0,2
2.6535656985410214,1.9628361047513607,21.462601211680532,0,1
3.8569700973952674,1.4748000247004889,19.87481361122694,0,1
1.0414467598552681,0.24475966167021462,36.20967922556087,0,0
8.908662866304457,3.777389036750418,561.4331941206567,1,2
0.06944971990984843,0.27377368394028734,20.78520035068731,0,0
6.944425336778922,4.665973620536966,20.79613562032541,1,2
13.356441041040528,9.46754758259141,746.0918993757219,1,3
1.0430796508917268,0.18073214141808275,25.013196316784075,0,0
0.6373593979642006,0.1310491909131459,18.88431241882921,0,0
1.7445621026892901,1.1524253209615638,30.434956893208366,0,1
0.07416053053431486,0.01998507948626122,27.833021993080646,0,0
14.742453292953426,14.177645883056488,104.73971476338937,1,3
9.758593051358865,5.557468281784581,288.0987761725487,0,2
0.8596361704804054,0.07306135034299842,24.667155188119256,0,0
0.19731010832113,0.10809757673840452,47.12334561304199,0,0
12.870324395758457,12.248110708652018,709.3591532760802,1,3
5.502627219685675,6.100315344646206,43.482333989880914,0,2
0.7954684891290229,0.027819424137928372,42.5489337488891,0,0
0.6691542261800013,0.297719335448789,44.30122431007695,0,0
8.196160900559589,6.234618984331513,69.09589032128302,0,2
13.546378564605275,8.536911484277901,794.3655165085725,1,3
7.794702853098737,6.636328754239639,37.30015490212053,1,2
9.53736427377344,5.94694522818824,63.73176219345206,0,2
4.026981391363753,1.5037800901970666,46.62244212763028,0,1
3.211391969998469,1.838052464647416,67.38481947305118,0,1
2.4028561302295364,1.1886641167238086,59.017867267356905,0,1
12.783202847245882,10.215642125039796,145.9677234069256,0,3
0.8172941877733082,0.23534429283900926,44.48811894632755,0,0
13.370178398673492,10.576458623660832,546.9850466392735,0,3
11.172228262842623,5.045701406863391,531.5450292670207,0,2
11.076686262126513,7.99028289359492,815.2883602592867,1,3
12.76564804095143,9.532881857238763,588.7367115674185,1,3
8.559643191888554,5.31834601374057,44.6769495884696,1,2
14.020215503058768,12.173188151088999,586.3121562355647,1,3
11.414712944007476,10.557748771045308,616.9669601565438,0,3
2.9325527187716482,2.400764203916093,45.37182874300463,0,1
0.2764645601214426,0.28591464500493136,49.79277175863804,0,0
4.193706112536185,2.2922471875785293,32.86532603617051,0,1
10.154324952881609,5.213587255523965,24.89608070970419,0,2
1.063118956485606,0.26604529679042943,36.3618164052893,0,0
15.0,10.102495786037107,656.5556932465288,1,3
15.0,7.516906828381463,812.9823153563723,1,3
8.975044117391356,7.044932625040165,68.22065390978892,0,2
3.9185728859911544,1.6797679717589344,41.56864348563165,0,1
1.1598865009014523,0.011432594470978788,48.07247141692956,0,0
0.8689576027626957,0.11341289103599962,20.17925326473041,0,0
4.518598787239329,4.521115352908288,473.50592991112177,0,2
4.206370697250599,1.4581277823090493,55.51612043703348,0,1
3.1545845759361666,1.3937344870781545,56.25083485757823,0,1
4.308036189402071,1.0759672009847456,24.253011850967056,0,1
12.859032801466897,7.422691172943843,788.5760337437205,1,3
2.381939572018172,2.0817629298131632,28.8711321187632,0,1
0.28489493812685585,0.19177276271880475,24.349700421715546,0,0
1.9263704289582027,1.5406744416733822,24.96699239874895,0,1
5.395507345991355,1.4248358131181451,27.495518925021884,0,1
0.18823831348866266,0.08701902155799575,10.702094534665157,0,0
7.035714777990601,5.608598911058665,210.41181992685395,0,2
14.989199626847544,10.554103378525223,852.566066828965,0,3
6.446275802757215,4.702098663366688,559.0820905890322,0,2
2.636810287833172,2.5200669429984597,42.012753302406416,0,1
1.1293092509940998,0.062543150924524,34.91013612959364,0,0
3.573336744778137,1.9843849478406765,51.814159291953786,0,1
0.4995418952913418,0.18239813720399017,29.870674354366777,0,0
0.3627421850479256,0.23022549610120946,27.9895936980216,0,0
1.2591532559772616,1.5028179151484264,30.258470414053853,0,1
4.507304357473263,1.5116926073292538,53.15668561919914,0,1
0.19173457685243417,0.09922693594860506,47.042382392730616,0,0
0.6869324270615189,0.2910977353295387,30.923913766805953,0,0
0.10961116898768837,0.16916901287243322,21.505309161747128,0,0
13.071983165435393,5.599282014212747,638.3641708425121,1,3
2.1644309802985546,1.165470258017141,55.095738171113275,0,1
1.0264627229524774,0.12118517090689508,16.731143540308512,0,0
4.7317682963259315,2.509228678532461,62.51494684344207,0,2
1.1290915253441935,0.06255758918804144,12.6598506946711,0,0
12.461636543622301,5.163435035366597,52.77244340161402,0,2
13.149468759663947,10.344236229808924,793.1224270202065,1,3
0.9780103145165926,0.14330281241677176,31.863085681291796,0,0
14.817736289342276,12.120764603238879,818.0148150629434,0,3
12.317269831670144,2.8492805530593683,520.84657886516,0,2
0.24982583210610537,0.21648406589592642,43.03912850832327,0,0
4.9678504449973095,1.4848684712015072,41.163724300398094,0,1
11.64006962553488,4.974365153070227,35.73121509201886,0,2
2.11665922302839,1.950864348570137,27.980436167804164,0,1
14.114182592656885,7.651031369384003,555.9436884180427,1,3
0.6545437096480887,0.059786992896008015,20.892293060774758,0,0
0.2536445937068833,0.038543014839396934,48.268817355573994,0,0
3.7469060634166116,0.9374010861311384,51.16218264917181,0,1
0.7653997052620545,0.2600854755365561,47.98082494630569,0,0
10.225556220979339,11.45094591134227,784.5020130972348,1,3
0.8024933063166276,0.0772852722895551,10.575257842883401,0,0
1.08548076573783,0.1935994226092477,23.561191641948028,0,0
12.202976311729874,8.239002971506494,549.2060704841851,0,3
12.018908552050686,7.415864352937788,673.951175919334,1,3
8.087420793983968,6.46736950656009,32.55473514851863,0,2
14.58447377008129,9.340865902027724,783.4298795957757,1,3
2.671819436126492,1.8428281962568556,36.63895191902731,0,1
7.729580973739693,4.828495721291146,67.82648815967174,0,2
3.93235271420034,1.1414090496387643,39.05049065345396,0,1
8.677188866231726,5.232386379957791,78.9372476863656,0,2
5.156661903881935,2.635134461785316,68.47947940600329,0,2
4.587249667596963,3.8320353299686674,73.23195075519064,0,2
13.355247253286063,12.584690365735698,532.750326144802,1,3
8.96865087540541,4.2108916612522345,34.26730761294183,0,2
12.471507113804273,5.438434003750218,902.9217299156289,1,3
0.2225559643980819,0.10415601879811738,39.49428309551199,0,0
4.878469627461505,1.557912293613473,34.89725715574112,0,1
15.0,9.745664639192674,591.7651488707588,1,3
2.373572311117244,1.0731612958560315,17.07610243320884,0,1
1.0942213272349117,0.12493066139448394,21.853032075992004,0,0
14.939965451412982,9.739968767676265,815.4080078582543,1,3
7.451453719451395,4.611341310942731,61.270900142734526,0,2
6.1027561975820666,5.087725105256892,45.39801073088115,1,2
9.450320266806804,2.827948252966378,58.5235548433359,0,2
7.307791456439969,6.019573739247982,50.33665936804586,0,2
